Time(s),CH1V,CH4V
-3.200000e-03,6.933334e-02,-3.760000e-02
-3.100000e-03,5.226667e-02,-2.906667e-02
-3.000000e-03,2.666667e-02,-5.066667e-02
-2.900000e-03,5.226667e-02,-4.186667e-02
-2.800000e-03,2.666667e-02,-3.333334e-02
-2.700000e-03,4.373333e-02,-3.760000e-02
-2.600000e-03,1.813333e-02,-3.760000e-02
-2.500000e-03,4.800000e-02,-3.760000e-02
-2.400000e-03,2.666667e-02,-2.026667e-02
-2.300000e-03,1.813333e-02,-2.906667e-02
-2.200000e-03,4.800000e-02,-2.026667e-02
-2.100000e-03,3.520000e-02,-2.026667e-02
-2.000000e-03,3.093333e-02,-2.026667e-02
-1.900000e-03,3.093333e-02,-2.480000e-02
-1.800000e-03,3.093333e-02,-5.066667e-02
-1.700000e-03,1.386667e-02,-2.906667e-02
-1.600000e-03,1.386667e-02,-2.026667e-02
-1.500000e-03,8.213334e-02,-3.760000e-02
-1.400000e-03,3.946667e-02,-2.026667e-02
-1.300000e-03,3.520000e-02,-5.920000e-02
-1.200000e-03,3.520000e-02,-2.026667e-02
-1.100000e-03,4.373333e-02,-3.333334e-02
-1.000000e-03,6.933334e-02,-2.906667e-02
-9.000000e-04,1.813333e-02,-3.760000e-02
-8.000000e-04,3.520000e-02,-5.066667e-02
-7.000000e-04,3.520000e-02,-2.026667e-02
-6.000000e-04,2.666667e-02,-1.173333e-02
-5.000000e-04,2.666667e-02,-3.760000e-02
-4.000000e-04,2.666667e-02,-4.186667e-02
-3.000000e-04,2.666667e-02,-3.760000e-02
-2.000000e-04,3.520000e-02,-2.026667e-02
-1.000000e-04,1.813333e-02,-2.480000e-02
3.987425e-16,1.813333e-02,3.324000e+00
1.000000e-04,8.295466e+00,-5.066667e-02
2.000000e-04,8.094934e+00,-4.186667e-02
3.000000e-04,7.702400e+00,-3.760000e-02
4.000000e-04,7.207467e+00,-4.186667e-02
5.000000e-04,6.712533e+00,-2.026667e-02
6.000000e-04,6.213334e+00,-3.760000e-02
7.000000e-04,5.726933e+00,-4.186667e-02
8.000000e-04,5.197867e+00,-2.026667e-02
9.000000e-04,4.724267e+00,-5.920000e-02
1.000000e-03,4.400000e+00,-3.760000e-02
1.100000e-03,3.986133e+00,-3.333334e-02
1.200000e-03,3.657600e+00,-3.760000e-02
1.300000e-03,3.431467e+00,-4.186667e-02
1.400000e-03,3.222400e+00,-4.640000e-02
1.500000e-03,2.974933e+00,-3.333334e-02
1.600000e-03,3.090133e+00,-3.333334e-02
1.700000e-03,3.273600e+00,-1.600000e-02
1.800000e-03,3.516800e+00,-2.906667e-02
1.900000e-03,3.713067e+00,-3.333334e-02
2.000000e-03,3.977600e+00,-3.760000e-02
2.100000e-03,4.293334e+00,-2.906667e-02
2.200000e-03,4.660267e+00,-4.640000e-02
2.300000e-03,5.001600e+00,-3.760000e-02
2.400000e-03,5.385600e+00,-3.760000e-02
2.500000e-03,5.808000e+00,-2.906667e-02
2.600000e-03,6.179200e+00,-3.760000e-02
2.700000e-03,6.473600e+00,-3.760000e-02
2.800000e-03,6.669867e+00,-5.066667e-02
2.900000e-03,6.840533e+00,-2.906667e-02
3.000000e-03,6.904533e+00,-2.906667e-02
3.100000e-03,6.785067e+00,-3.760000e-02
3.200000e-03,6.524800e+00,-4.186667e-02
